#YY  MM DD hh mm WDIR WSPD GST  WVHT   DPD   APD MWD   PRES  ATMP  WTMP  DEWP  VIS  TIDE
#yr  mo dy hr mn degT m/s  m/s     m   sec   sec degT   hPa  degC  degC  degC   mi    ft
2023 06 04 04 00  14  8.3 10.0 99.00 99.00 99.00 999 1012.4   9.5  10.6 999.0 99.0 99.00 
2023 06 04 04 10  13  8.2 10.2  1.94  8.33  5.58 355 1012.5   9.4  10.6 999.0 99.0 99.00 
2023 06 04 04 20  15  8.4 10.5 99.00 99.00 99.00 999 1012.4   9.3  10.6 999.0 99.0 99.00 
2023 06 04 04 30  17  8.5 10.5 99.00 99.00 99.00 999 1012.2   9.3  10.6 999.0 99.0 99.00 
2023 06 04 04 40  18  8.7 10.5  1.81  8.33  5.17 345 1012.0   9.2  10.6 999.0 99.0 99.00 
2023 06 04 04 50  13  8.4 10.4 99.00 99.00 99.00 999 1011.9   9.3  10.6 999.0 99.0 99.00 
2023 06 04 05 00   9  8.4 10.3 99.00 99.00 99.00 999 1011.8   9.3  10.6 999.0 99.0 99.00 
2023 06 04 05 10  13  8.3 10.1  2.12  8.33  5.68 355 1011.6   9.3  10.6 999.0 99.0 99.00 
2023 06 04 05 20  11  8.1 11.0 99.00 99.00 99.00 999 1011.7   9.3  10.6 999.0 99.0 99.00 
2023 06 04 05 30   8  7.9 10.4 99.00 99.00 99.00 999 1011.8   9.2  10.7 999.0 99.0 99.00 
2023 06 04 05 40  10  8.2  9.9  2.09  7.14  5.65 358 1011.5   9.2  10.7 999.0 99.0 99.00 
2023 06 04 05 50   8  8.4 10.3 99.00 99.00 99.00 999 1011.5   9.3  10.7 999.0 99.0 99.00 
2023 06 04 06 00   4  7.6  9.6 99.00 99.00 99.00 999 1011.6   9.3  10.8 999.0 99.0 99.00 
2023 06 04 06 10 358  7.2  9.1  2.13  7.69  5.56 347 1011.5   9.4  10.8 999.0 99.0 99.00 
2023 06 04 06 20 359  7.8 10.3 99.00 99.00 99.00 999 1011.4   9.3  10.8 999.0 99.0 99.00 
2023 06 04 06 30 359  8.0  9.7 99.00 99.00 99.00 999 1010.9   9.3  10.7 999.0 99.0 99.00 
2023 06 04 06 40   4  7.3  9.8  2.27  7.69  5.85 350 1011.2   9.3  10.7 999.0 99.0 99.00 
2023 06 04 06 50   1  6.9  8.3 99.00 99.00 99.00 999 1011.0   9.2  10.7 999.0 99.0 99.00 
2023 06 04 07 00 357  7.0  8.9 99.00 99.00 99.00 999 1010.9   9.3  10.6 999.0 99.0 99.00 
2023 06 04 07 10 357  7.2  8.9  2.28  7.69  5.68 359 1011.2   9.2  10.6 999.0 99.0 99.00 
2023 06 04 07 20 358  6.6  8.8 99.00 99.00 99.00 999 1011.2   9.2  10.6 999.0 99.0 99.00 
2023 06 04 07 30 354  7.1  8.6 99.00 99.00 99.00 999 1011.1   9.2  10.7 999.0 99.0 99.00 
2023 06 04 07 40 357  7.1  8.9  2.31  8.33  5.87   3 1011.0   9.2  10.8 999.0 99.0 99.00 
2023 06 04 07 50   3  6.9  8.5 99.00 99.00 99.00 999 1010.8   9.2  10.8 999.0 99.0 99.00 
2023 06 04 08 00   3  7.3  9.1 99.00 99.00 99.00 999 1010.7   9.2  10.9 999.0 99.0 99.00 
2023 06 04 08 10 359  7.2  8.7  2.39  7.69  5.87   3 1010.7   9.2  11.0 999.0 99.0 99.00 
2023 06 04 08 20   4  7.3  8.7 99.00 99.00 99.00 999 1010.7   9.2  11.0 999.0 99.0 99.00 
2023 06 04 08 30   2  7.1  8.7 99.00 99.00 99.00 999 1010.6   9.3  11.0 999.0 99.0 99.00 
2023 06 04 08 40 360  6.7  8.6  2.15  7.14  5.65  20 1010.9   9.3  11.0 999.0 99.0 99.00 
2023 06 04 08 50 356  6.9  8.7 99.00 99.00 99.00 999 1010.7   9.3  11.0 999.0 99.0 99.00 
2023 06 04 09 00 357  7.0  8.5 99.00 99.00 99.00 999 1010.5   9.3  11.0 999.0 99.0 99.00 
2023 06 04 09 10 359  7.0  8.4  2.12  8.33  5.79 359 1010.5   9.3  11.1 999.0 99.0 99.00 
2023 06 04 09 20 359  6.8  8.6 99.00 99.00 99.00 999 1010.5   9.2  11.1 999.0 99.0 99.00 
2023 06 04 09 30 349  7.4  9.1 99.00 99.00 99.00 999 1010.4   9.2  11.1 999.0 99.0 99.00 
2023 06 04 09 40 353  6.8  8.4  2.11  7.14  5.89  16 1010.6   9.2  11.1 999.0 99.0 99.00 
2023 06 04 09 50 350  6.7  8.1 99.00 99.00 99.00 999 1010.7   9.2 999.0 999.0 99.0 99.00 
2023 06 04 10 00 349  6.5  8.5 99.00 99.00 99.00 999 1010.5   9.2  11.0 999.0 99.0 99.00 
2023 06 04 10 10 348  6.5  8.5  2.02  8.33  6.02   7 1010.4   9.2  10.9 999.0 99.0 99.00 
2023 06 04 10 20 356  6.2  8.0 99.00 99.00 99.00 999 1010.6   9.2  10.7 999.0 99.0 99.00 
2023 06 04 10 30 344  6.4  8.2 99.00 99.00 99.00 999 1010.4   9.2  10.5 999.0 99.0 99.00 
2023 06 04 10 40 349  6.1  7.6  2.11  8.33  6.35 359 1010.2   9.2  10.7 999.0 99.0 99.00 
2023 06 04 10 50 354  6.0  7.5 99.00 99.00 99.00 999 1010.4   9.2  10.8 999.0 99.0 99.00 
2023 06 04 11 00 351  5.8  7.5 99.00 99.00 99.00 999 1010.3   9.4  10.9 999.0 99.0 99.00 
2023 06 04 11 10 346  6.4  7.8  1.99  7.14  6.11   1 1010.3   9.3  10.9 999.0 99.0 99.00 
2023 06 04 11 20 343  6.1  7.8 99.00 99.00 99.00 999 1010.5   9.3  11.0 999.0 99.0 99.00 
2023 06 04 11 30 348  6.0  7.2 99.00 99.00 99.00 999 1010.5   9.3  11.0 999.0 99.0 99.00 
2023 06 04 11 40 349  5.8  7.6  2.01  8.33  6.35 357 1010.4   9.4  11.0 999.0 99.0 99.00 
2023 06 04 11 50 340  6.8  8.4 99.00 99.00 99.00 999 1010.3   9.4  11.0 999.0 99.0 99.00 
2023 06 04 12 00 341  6.9  8.7 99.00 99.00 99.00 999 1010.4   9.4  11.0 999.0 99.0 99.00 
2023 06 04 12 10 342  6.1  7.8  1.88  8.33  6.15   4 1010.4   9.5  11.0 999.0 99.0 99.00 
2023 06 04 12 20 342  6.4  8.1 99.00 99.00 99.00 999 1010.4   9.5  11.0 999.0 99.0 99.00 
2023 06 04 12 30 341  6.5  8.7 99.00 99.00 99.00 999 1010.3   9.6  10.9 999.0 99.0 99.00 
2023 06 04 12 40 344  6.2  7.7  1.54  9.09  5.79 346 1010.4   9.6  10.9 999.0 99.0 99.00 
2023 06 04 12 50 342  6.2  7.5 99.00 99.00 99.00 999 1010.5   9.6  10.9 999.0 99.0 99.00 
2023 06 04 13 00 342  6.5  7.9 99.00 99.00 99.00 999 1010.3   9.6  10.9 999.0 99.0 99.00 
2023 06 04 13 10 338  6.3  7.8  1.54  8.33  5.71   2 1010.3   9.6  10.8 999.0 99.0 99.00 
2023 06 04 13 20 339  6.6  8.0 99.00 99.00 99.00 999 1010.4   9.6  10.8 999.0 99.0 99.00 
2023 06 04 13 30 341  6.6  8.1 99.00 99.00 99.00 999 1010.1   9.6  10.7 999.0 99.0 99.00 
2023 06 04 13 40 342  6.6  8.0  1.54  9.09  5.66 339 1010.2   9.6  10.7 999.0 99.0 99.00 
2023 06 04 13 50 338  6.4  8.0 99.00 99.00 99.00 999 1010.2   9.6  10.6 999.0 99.0 99.00 
2023 06 04 14 00 345  5.9  7.5 99.00 99.00 99.00 999 1010.3   9.7  10.6 999.0 99.0 99.00 
2023 06 04 14 10 337  6.3  7.6  1.42  8.33  5.74   5 1010.1   9.7  10.6 999.0 99.0 99.00 
2023 06 04 14 20 334  6.3  7.7 99.00 99.00 99.00 999 1010.2   9.7  10.6 999.0 99.0 99.00 
2023 06 04 14 30 334  6.1  7.9 99.00 99.00 99.00 999 1010.3   9.7  10.5 999.0 99.0 99.00 
2023 06 04 14 40 330  6.8  8.2  1.52  9.09  5.88 356 1010.1   9.7  10.5 999.0 99.0 99.00 
2023 06 04 14 50 335  7.4  8.8 99.00 99.00 99.00 999 1010.0   9.7  10.6 999.0 99.0 99.00 
2023 06 04 15 00 339  7.4  8.6 99.00 99.00 99.00 999 1010.0   9.8  10.6 999.0 99.0 99.00 
2023 06 04 15 10 343  7.1  8.6  1.37  9.09  5.55  24 1009.9   9.9  10.4 999.0 99.0 99.00 
2023 06 04 15 20 338  6.8  8.4 99.00 99.00 99.00 999 1009.8  10.0  10.6 999.0 99.0 99.00 
2023 06 04 15 30 333  6.4  8.5 99.00 99.00 99.00 999 1009.9  10.0  10.6 999.0 99.0 99.00 
2023 06 04 15 40 333  6.7  7.9  1.39  8.33  5.53 353 1009.9  10.0  10.6 999.0 99.0 99.00 
2023 06 04 15 50 332  6.3  7.9 99.00 99.00 99.00 999 1009.9  10.1  10.7 999.0 99.0 99.00 
2023 06 04 16 00 333  6.6  7.9 99.00 99.00 99.00 999 1009.9  10.1  10.7 999.0 99.0 99.00 
2023 06 04 16 10 332  5.9  7.5  1.39  7.69  5.50  12 1009.9  10.2  10.7 999.0 99.0 99.00 
2023 06 04 16 20 335  6.6  7.9 99.00 99.00 99.00 999 1009.9  10.1  10.7 999.0 99.0 99.00 
2023 06 04 16 30 328  6.7  8.1 99.00 99.00 99.00 999 1009.7  10.2  10.7 999.0 99.0 99.00 
2023 06 04 16 40 334  6.8  8.5  1.41  7.69  5.59 355 1009.6  10.2  10.7 999.0 99.0 99.00 
2023 06 04 16 50 337  6.8  8.4 99.00 99.00 99.00 999 1009.4  10.2  10.9 999.0 99.0 99.00 
2023 06 04 17 00 336  6.8  7.9 99.00 99.00 99.00 999 1009.5  10.3  10.8 999.0 99.0 99.00 
2023 06 04 17 10 335  6.6  7.9  1.45  8.33  5.51   7 1009.4  10.3  10.8 999.0 99.0 99.00 
2023 06 04 17 20 335  7.0  8.2 99.00 99.00 99.00 999 1009.2  10.3  10.8 999.0 99.0 99.00 
2023 06 04 17 30 331  6.8  8.4 99.00 99.00 99.00 999 1009.3  10.3  10.8 999.0 99.0 99.00 
2023 06 04 17 40 330  6.0  7.3  1.63  7.69  5.80   3 1009.3  10.4  10.8 999.0 99.0 99.00 
2023 06 04 17 50 332  6.0  7.1 99.00 99.00 99.00 999 1009.1  10.4  10.6 999.0 99.0 99.00 
2023 06 04 18 00 327  6.1  7.4 99.00 99.00 99.00 999 1009.1  10.4  10.7 999.0 99.0 99.00 
2023 06 04 18 10 328  6.2  7.5  1.72  7.14  5.78   5 1009.1  10.4  10.8 999.0 99.0 99.00 
2023 06 04 18 20 330  6.3  7.7 99.00 99.00 99.00 999 1008.9  10.4  10.7 999.0 99.0 99.00 
2023 06 04 18 30 329  6.6  8.3 99.00 99.00 99.00 999 1008.7  10.4  10.7 999.0 99.0 99.00 
2023 06 04 18 40 328  7.1  8.7  1.73  7.14  5.81  14 1008.6  10.4  10.7 999.0 99.0 99.00 
2023 06 04 18 50 332  6.5  7.7 99.00 99.00 99.00 999 1008.6  10.4  10.7 999.0 99.0 99.00 
2023 06 04 19 00 331  5.9  7.4 99.00 99.00 99.00 999 1008.5  10.4  10.6 999.0 99.0 99.00 
2023 06 04 19 10 334  5.9  7.0  1.77  7.14  5.73   3 1008.3  10.4  10.5 999.0 99.0 99.00 
2023 06 04 19 20 332  5.7  6.8 99.00 99.00 99.00 999 1008.1  10.4  10.5 999.0 99.0 99.00 
2023 06 04 19 30 324  6.0  7.2 99.00 99.00 99.00 999 1008.0  10.4  10.5 999.0 99.0 99.00 
2023 06 04 19 40 332  5.6  7.0  1.84  7.14  6.09   7 1008.0  10.4  10.5 999.0 99.0 99.00 
2023 06 04 19 50 327  5.2  6.5 99.00 99.00 99.00 999 1008.0  10.4  10.6 999.0 99.0 99.00 
2023 06 04 20 00 323  5.2  6.4 99.00 99.00 99.00 999 1007.8  10.5  10.5 999.0 99.0 99.00 
2023 06 04 20 10 326  5.0  6.1  1.67  6.67  5.75   1 1007.7  10.6  10.6 999.0 99.0 99.00 
2023 06 04 20 20 337  4.4  5.6 99.00 99.00 99.00 999 1007.9  10.6  10.6 999.0 99.0 99.00 
2023 06 04 20 30 337  3.8  4.9 99.00 99.00 99.00 999 1007.7  10.7  10.7 999.0 99.0 99.00 
2023 06 04 20 40 335  2.8  4.0  1.96  7.69  6.14  35 1008.0  10.7  10.6 999.0 99.0 99.00 
2023 06 04 20 50 330  2.6  3.6 99.00 99.00 99.00 999 1007.8  10.7  10.6 999.0 99.0 99.00 
2023 06 04 21 00 308  2.4  3.3 99.00 99.00 99.00 999 1007.7  10.7  10.6 999.0 99.0 99.00 
2023 06 04 21 10 299  2.7  4.0  1.76  7.69  5.90  44 1007.6  10.7  10.9 999.0 99.0 99.00 
2023 06 04 21 20 296  3.6  5.0 99.00 99.00 99.00 999 1007.4  10.7  10.9 999.0 99.0 99.00 
2023 06 04 21 30 299  3.9  4.9 99.00 99.00 99.00 999 1007.1  10.6  10.9 999.0 99.0 99.00 
2023 06 04 21 40 300  3.7  4.9  1.79  8.33  5.97  41 1007.3  10.7  10.9 999.0 99.0 99.00 
2023 06 04 21 50 306  3.4  4.7 99.00 99.00 99.00 999 1007.3  10.6  10.9 999.0 99.0 99.00 
2023 06 04 22 00 304  3.6  4.9 99.00 99.00 99.00 999 1007.2  10.6  10.9 999.0 99.0 99.00 
2023 06 04 22 10 301  3.9  5.2  1.80  8.33  5.84  40 1007.2  10.6  10.9 999.0 99.0 99.00 
2023 06 04 22 20 298  4.3  5.3 99.00 99.00 99.00 999 1007.2  10.6  10.9 999.0 99.0 99.00 
2023 06 04 22 30 298  4.7  5.9 99.00 99.00 99.00 999 1007.1  10.6  10.9 999.0 99.0 99.00 
2023 06 04 22 40 296  4.7  6.0  1.94  7.69  6.10  44 1007.0  10.6  10.8 999.0 99.0 99.00 
2023 06 04 22 50 306  4.3  5.4 99.00 99.00 99.00 999 1007.0  10.6  10.8 999.0 99.0 99.00 
2023 06 04 23 00 303  3.9  5.0 99.00 99.00 99.00 999 1007.0  10.6  10.8 999.0 99.0 99.00 
2023 06 04 23 10 303  4.0  5.3  1.71  7.69  5.96  60 1006.9  10.6  10.7 999.0 99.0 99.00 
2023 06 04 23 20 307  3.8  5.0 99.00 99.00 99.00 999 1007.0  10.6  10.9 999.0 99.0 99.00 
2023 06 04 23 30 313  3.9  5.1 99.00 99.00 99.00 999 1006.9  10.6  10.9 999.0 99.0 99.00 
2023 06 04 23 40 319  3.6  4.9  1.66  8.33  6.11  45 1007.1  10.6  11.0 999.0 99.0 99.00 
2023 06 04 23 50 326  3.2  4.4 99.00 99.00 99.00 999 1007.0  10.6  11.0 999.0 99.0 99.00 
2023 06 05 00 00 316  3.0  4.4 99.00 99.00 99.00 999 1007.0  10.6  11.0 999.0 99.0 99.00 
2023 06 05 00 10 304  3.0  4.1  1.85  8.33  6.37  55 1006.9  10.6  11.0 999.0 99.0 99.00 
2023 06 05 00 20 291  2.7  3.8 99.00 99.00 99.00 999 1006.8  10.6  11.1 999.0 99.0 99.00 
2023 06 05 00 30 286  2.0  3.2 99.00 99.00 99.00 999 1006.9  10.7  11.1 999.0 99.0 99.00 
2023 06 05 00 40 329  1.9  2.9  2.08  9.09  6.86  51 1007.1  10.8  11.1 999.0 99.0 99.00 
2023 06 05 00 50   3  2.0  3.5 99.00 99.00 99.00 999 1007.1  10.8  11.1 999.0 99.0 99.00 
2023 06 05 01 00 353  1.2  2.2 99.00 99.00 99.00 999 1007.2  10.9  11.0 999.0 99.0 99.00 
2023 06 05 01 10  19  1.0  2.0  2.03  9.09  6.78  54 1007.1  11.0  10.9 999.0 99.0 99.00 
2023 06 05 01 20  10  0.2  1.2 99.00 99.00 99.00 999 1007.2  11.0  11.1 999.0 99.0 99.00 
2023 06 05 01 30 283  0.6  1.8 99.00 99.00 99.00 999 1007.3  11.0  11.1 999.0 99.0 99.00 
2023 06 05 01 40 271  1.3  2.9  2.02  8.33  6.92  58 1007.3  11.0  11.0 999.0 99.0 99.00 
2023 06 05 01 50 269  1.9  3.0 99.00 99.00 99.00 999 1007.2  10.9  10.9 999.0 99.0 99.00 
2023 06 05 02 00 277  2.2  3.8 99.00 99.00 99.00 999 1007.0  10.8  10.8 999.0 99.0 99.00 
2023 06 05 02 10 272  2.2  3.7  2.13  9.09  7.10  59 1006.9  10.8  10.7 999.0 99.0 99.00 
2023 06 05 02 20 278  2.2  3.9 99.00 99.00 99.00 999 1006.8  10.7  10.7 999.0 99.0 99.00 
2023 06 05 02 30 278  1.9  3.2 99.00 99.00 99.00 999 1006.8  10.7  10.6 999.0 99.0 99.00 
2023 06 05 02 40 273  1.8  3.5  2.25  9.09  7.07  58 1006.9  10.7  10.6 999.0 99.0 99.00 
2023 06 05 02 50 286  1.8  3.3 99.00 99.00 99.00 999 1006.7  10.7  10.6 999.0 99.0 99.00 
2023 06 05 03 00 298  2.3  3.5 99.00 99.00 99.00 999 1006.6  10.7  10.7 999.0 99.0 99.00 
2023 06 05 03 10 296  2.3  3.9  2.30  8.33  6.99  58 1006.7  10.7  10.6 999.0 99.0 99.00 
2023 06 05 03 20 294  2.1  3.1 99.00 99.00 99.00 999 1006.6  10.7  10.7 999.0 99.0 99.00 
2023 06 05 03 30 294  2.4  3.7 99.00 99.00 99.00 999 1006.4  10.7  10.7 999.0 99.0 99.00 
2023 06 05 03 40 291  2.8  4.1  1.90  9.09  6.69  63 1006.4  10.7  10.7 999.0 99.0 99.00 
2023 06 05 03 50 282  3.1  4.4 99.00 99.00 99.00 999 1006.3  10.7  10.7 999.0 99.0 99.00 
2023 06 05 04 00 276  3.3  5.2 99.00 99.00 99.00 999 1006.2  10.6  10.7 999.0 99.0 99.00 
2023 06 05 04 10 272  3.2  4.7  2.18  8.33  6.82  60 1006.1  10.6  10.7 999.0 99.0 99.00 
2023 06 05 04 20 269  3.0  4.9 99.00 99.00 99.00 999 1006.1  10.6  10.7 999.0 99.0 99.00 
2023 06 05 04 30 281  3.2  5.0 99.00 99.00 99.00 999 1006.0  10.6  10.7 999.0 99.0 99.00 
2023 06 05 04 40 294  2.9  4.3  2.06  8.33  6.72  64 1005.8  10.6  10.7 999.0 99.0 99.00 
2023 06 05 04 50 293  2.1  3.5 99.00 99.00 99.00 999 1005.7  10.6  10.7 999.0 99.0 99.00 
2023 06 05 05 00 295  2.0  3.5 99.00 99.00 99.00 999 1005.5  10.7  10.7 999.0 99.0 99.00 
2023 06 05 05 10 298  1.9  3.0  2.08  9.09  6.61  56 1005.5  10.7  10.6 999.0 99.0 99.00 
2023 06 05 05 20 307  1.7  3.0 99.00 99.00 99.00 999 1005.4  10.7  10.6 999.0 99.0 99.00 
2023 06 05 05 30 302  1.4  2.4 99.00 99.00 99.00 999 1005.2  10.7  10.6 999.0 99.0 99.00 
2023 06 05 05 40 284  1.7  3.5  2.13  8.33  6.73  60 1005.2  10.7  10.6 999.0 99.0 99.00 
2023 06 05 05 50 260  2.2  3.6 99.00 99.00 99.00 999 1005.1  10.7  10.6 999.0 99.0 99.00 
2023 06 05 06 00 262  2.6  4.1 99.00 99.00 99.00 999 1005.0  10.6  10.6 999.0 99.0 99.00 
2023 06 05 06 10 283  2.6  3.8  1.99  8.33  6.59  60 1004.8  10.7  10.7 999.0 99.0 99.00 
2023 06 05 06 20 309  2.3  3.7 99.00 99.00 99.00 999 1004.7  10.7  10.6 999.0 99.0 99.00 
2023 06 05 06 30 306  1.8  2.9 99.00 99.00 99.00 999 1004.7  10.8  10.6 999.0 99.0 99.00 
2023 06 05 06 40 330  1.9  2.6  2.21  9.09  6.84  58 1004.5  10.9  10.6 999.0 99.0 99.00 
2023 06 05 06 50  19  2.4  3.7 99.00 99.00 99.00 999 1004.4  11.0  10.6 999.0 99.0 99.00 
2023 06 05 07 00  41  2.1  3.2 99.00 99.00 99.00 999 1004.4  11.0  10.6 999.0 99.0 99.00 
2023 06 05 07 10  35  2.2  3.3  2.10  9.09  6.36  47 1004.2  11.0  10.7 999.0 99.0 99.00 
2023 06 05 07 20  22  2.9  3.8 99.00 99.00 99.00 999 1004.1  11.0  10.7 999.0 99.0 99.00 
2023 06 05 07 30  26  3.7  4.8 99.00 99.00 99.00 999 1004.0  11.0  10.8 999.0 99.0 99.00 
2023 06 05 07 40  24  3.0  4.5  2.14  9.09  6.50  64 1003.9  11.0  10.9 999.0 99.0 99.00 
2023 06 05 07 50  24  3.7  4.8 99.00 99.00 99.00 999 1003.9  10.9  10.8 999.0 99.0 99.00 
2023 06 05 08 00  21  3.8  5.1 99.00 99.00 99.00 999 1003.8  10.6  10.8 999.0 99.0 99.00 
2023 06 05 08 10  16  2.9  4.4  2.42  9.09  6.66  57 1003.8  10.6  10.9 999.0 99.0 99.00 
2023 06 05 08 20  16  2.8  4.0 99.00 99.00 99.00 999 1003.8  10.7  10.9 999.0 99.0 99.00 
2023 06 05 08 30  19  3.0  4.2 99.00 99.00 99.00 999 1003.8  10.6  10.9 999.0 99.0 99.00 
2023 06 05 08 40  16  3.4  4.6  2.32  9.09  6.47  54 1003.7  10.6  10.9 999.0 99.0 99.00 
2023 06 05 08 50  23  3.4  4.6 99.00 99.00 99.00 999 1003.6  10.6  10.9 999.0 99.0 99.00 
2023 06 05 09 00  19  3.7  4.7 99.00 99.00 99.00 999 1003.7  10.7  10.9 999.0 99.0 99.00 
2023 06 05 09 10   8  3.9  5.0  2.41  8.33  6.51  58 1003.6  10.7  10.9 999.0 99.0 99.00 
2023 06 05 09 20   4  4.6  6.1 99.00 99.00 99.00 999 1003.6  10.7  11.0 999.0 99.0 99.00 
2023 06 05 09 30   7  4.6  5.6 99.00 99.00 99.00 999 1003.7  10.7  11.0 999.0 99.0 99.00 
2023 06 05 09 40 359  5.4  7.1  2.35  8.33  6.31  45 1003.7  10.7  11.1 999.0 99.0 99.00 
2023 06 05 09 50   4  5.7  6.9 99.00 99.00 99.00 999 1003.6  10.6  11.1 999.0 99.0 99.00 
2023 06 05 10 00  13  5.7  7.5 99.00 99.00 99.00 999 1003.6  10.6  11.1 999.0 99.0 99.00 
2023 06 05 10 10  11  5.8  7.2  2.38  8.33  6.32  51 1003.7  10.6  11.1 999.0 99.0 99.00 
2023 06 05 10 20   7  6.1  7.9 99.00 99.00 99.00 999 1003.6  10.6  11.1 999.0 99.0 99.00 
2023 06 05 10 30  13  6.4  7.9 99.00 99.00 99.00 999 1003.6  10.5  11.1 999.0 99.0 99.00 
2023 06 05 10 40  12  5.9  7.5  2.50  8.33  6.34  43 1003.6  10.5  11.1 999.0 99.0 99.00 
2023 06 05 10 50  20  6.1  7.6 99.00 99.00 99.00 999 1003.5  10.5  11.1 999.0 99.0 99.00 
2023 06 05 11 00  29  6.0  7.2 99.00 99.00 99.00 999 1003.3  10.5  11.1 999.0 99.0 99.00 
2023 06 05 11 10  35  5.7  7.3  2.42  9.09  6.35  52 1003.3  10.6  11.1 999.0 99.0 99.00 
2023 06 05 11 20  29  5.6  7.5 99.00 99.00 99.00 999 1003.2  10.6  11.1 999.0 99.0 99.00 
2023 06 05 11 30  23  5.4  6.5 99.00 99.00 99.00 999 1003.3  10.6  11.0 999.0 99.0 99.00 
2023 06 05 11 40  21  4.5  6.1  2.05  7.69  5.92  62 1003.3  10.6  11.1 999.0 99.0 99.00 
2023 06 05 11 50  28  4.4  6.0 99.00 99.00 99.00 999 1003.2  10.6  11.1 999.0 99.0 99.00 
2023 06 05 12 00  27  4.6  5.6 99.00 99.00 99.00 999 1003.2  10.6  11.1 999.0 99.0 99.00 
2023 06 05 12 10  18  4.7  5.8  1.96  7.69  6.20  66 1003.1  10.5  11.1 999.0 99.0 99.00 
2023 06 05 12 20  22  4.3  5.6 99.00 99.00 99.00 999 1003.1  10.5  11.1 999.0 99.0 99.00 
2023 06 05 12 30  17  3.6  4.8 99.00 99.00 99.00 999 1003.2  10.5  11.1 999.0 99.0 99.00 
2023 06 05 12 40   9  3.6  4.9  1.84  8.33  6.18  53 1003.2  10.4  11.1 999.0 99.0 99.00 
2023 06 05 12 50  15  3.9  5.1 99.00 99.00 99.00 999 1003.2  10.5  11.1 999.0 99.0 99.00 
2023 06 05 13 00  16  3.9  5.0 99.00 99.00 99.00 999 1003.0  10.4  11.1 999.0 99.0 99.00 
2023 06 05 13 10  12  3.5  4.8  1.91  9.09  6.35  75 1003.0  10.5  11.1 999.0 99.0 99.00 
2023 06 05 13 20 359  4.0  5.0 99.00 99.00 99.00 999 1002.8  10.4  11.0 999.0 99.0 99.00 
2023 06 05 13 30 346  3.5  4.9 99.00 99.00 99.00 999 1002.8  10.5  11.0 999.0 99.0 99.00 
2023 06 05 13 40 336  3.9  5.1  1.96  7.69  6.34  61 1002.8  10.4  11.0 999.0 99.0 99.00 
2023 06 05 13 50 328  4.3  6.0 99.00 99.00 99.00 999 1002.8  10.4  10.9 999.0 99.0 99.00 
2023 06 05 14 00 323  5.4  6.6 99.00 99.00 99.00 999 1002.8  10.4  11.0 999.0 99.0 99.00 
2023 06 05 14 10 321  5.4  6.9  1.90  8.33  6.46  63 1002.7  10.3  10.9 999.0 99.0 99.00 
2023 06 05 14 20 319  5.6  7.1 99.00 99.00 99.00 999 1002.7  10.3  10.9 999.0 99.0 99.00 
2023 06 05 14 30 319  5.5  6.9 99.00 99.00 99.00 999 1002.5  10.3  10.9 999.0 99.0 99.00 
2023 06 05 14 40 313  5.2  6.8  2.11  8.33  6.62  70 1002.5  10.3  10.9 999.0 99.0 99.00 
2023 06 05 14 50 315  5.3  7.1 99.00 99.00 99.00 999 1002.5  10.2  10.9 999.0 99.0 99.00 
2023 06 05 15 00 313  5.8  6.9 99.00 99.00 99.00 999 1002.4  10.2  10.9 999.0 99.0 99.00 
2023 06 05 15 10 315  6.1  7.9  2.01  8.33  6.44  75 1002.3  10.1  10.9 999.0 99.0 99.00 
2023 06 05 15 20 319  6.3  7.7 99.00 99.00 99.00 999 1002.3  10.1  10.9 999.0 99.0 99.00 
2023 06 05 15 30 319  6.8  8.6 99.00 99.00 99.00 999 1002.2  10.1  10.9 999.0 99.0 99.00 
2023 06 05 15 40 317  7.2  8.8  1.83  7.69  6.18  90 1002.2  10.0  10.9 999.0 99.0 99.00 
2023 06 05 15 50 319  7.6  9.6 99.00 99.00 99.00 999 1002.0   9.9  10.9 999.0 99.0 99.00 
2023 06 05 16 00 314  8.1 10.3 99.00 99.00 99.00 999 1002.1   9.9  10.9 999.0 99.0 99.00 
2023 06 05 16 10 313  8.1  9.8  1.63  8.33  5.61  90 1002.0   9.9  10.8 999.0 99.0 99.00 
2023 06 05 16 20 312  8.9 11.5 99.00 99.00 99.00 999 1001.9   9.8  10.8 999.0 99.0 99.00 
2023 06 05 16 30 311  8.8 10.7 99.00 99.00 99.00 999 1002.0   9.8  10.8 999.0 99.0 99.00 
2023 06 05 16 40 316  8.4 10.6  1.81  8.33  5.95  97 1002.0   9.9  10.8 999.0 99.0 99.00 
2023 06 05 16 50 316  8.7 11.6 99.00 99.00 99.00 999 1001.9   9.8  10.8 999.0 99.0 99.00 
2023 06 05 17 00 313  9.4 11.0 99.00 99.00 99.00 999 1001.9   9.8  10.8 999.0 99.0 99.00 
2023 06 05 17 10 313  8.8 11.0  1.74  8.33  5.50  99 1002.0   9.8  10.8 999.0 99.0 99.00 
2023 06 05 17 20 314  8.8 10.8 99.00 99.00 99.00 999 1002.0   9.8  10.8 999.0 99.0 99.00 
2023 06 05 17 30 314  9.4 12.0 99.00 99.00 99.00 999 1001.9   9.7  10.8 999.0 99.0 99.00 
2023 06 05 17 40 314  9.6 12.4  1.77  9.09  5.51 132 1001.9   9.7  10.9 999.0 99.0 99.00 
